id,label_id,movie_id
1281,18,798
1282,16,799
1283,5,799
1284,11,800
1285,17,800
1286,6,801
1287,16,801
1288,11,802
1289,3,802
1290,3,803
1291,16,804
1292,3,804
1293,11,805
1294,11,806
1295,16,807
1296,3,807
1297,19,808
1298,6,808
1299,7,809
1300,19,809
1301,6,810
1302,16,810
1303,4,810
1304,16,811
1305,11,812
1306,16,813
1307,11,814
1308,11,816
1309,16,818
1310,16,819
1311,11,819
1312,11,820
1313,3,821
1314,11,822
1315,11,823
1316,11,824
1317,16,825
1318,3,825
1319,11,827
1320,19,828
1321,6,828
1322,16,829
1323,13,829
1324,16,830
1325,11,831
1326,11,832
1327,18,832
1328,16,833
1329,16,834
1330,11,835
1331,7,836
1332,19,836
1333,18,836
1334,6,837
1335,16,837
1336,16,838
1337,11,838
1338,3,838
1339,7,839
1340,18,839
1341,16,840
1342,5,841
1343,5,842
1344,11,843
1345,11,846
1346,16,847
1347,11,847
1348,11,848
1349,7,849
1350,19,849
1351,10,849
1352,18,849
1353,2,850
1354,11,850
1355,11,851
1356,16,852
1357,3,852
1358,11,853
1359,11,854
1360,11,855
1361,16,856
1362,11,857
1363,7,858
1364,2,858
1365,11,858
1366,14,859
1367,16,860
1368,7,861
1369,18,861
1370,11,862
1371,16,863
1372,16,864
1373,11,864
1374,11,865
1375,2,866
1376,11,866
1377,3,866
1378,18,866
1379,16,867
1380,2,867
1381,16,868
1382,2,869
1383,16,870
1384,11,873
1385,2,874
1386,11,874
1387,11,875
1388,7,876
1389,11,877
1390,11,878
1391,5,879
1392,10,880
1393,18,880
1394,6,881
1395,16,881
1396,11,882
1397,18,882
1398,11,884
1399,6,885
1400,11,885
1401,4,885
1402,7,886
1403,11,887
1404,15,888
1405,6,888
1406,3,889
1407,18,890
1408,5,891
1409,18,891
1410,16,892
1411,11,892
1412,3,892
1413,11,893
1414,3,894
1415,11,895
1416,11,896
1417,19,897
1418,8,897
1419,16,898
1420,3,898
1421,13,899
1422,3,899
1423,13,900
1424,3,900
1425,16,901
1426,13,901
1427,11,902
1428,3,902
1429,17,903
1430,18,903
1431,17,904
1432,18,904
1433,16,905
1434,17,906
1435,18,906
1436,16,907
1437,13,907
1438,3,907
1439,11,908
1440,18,908
1441,16,909
1442,11,909
1443,16,910
1444,2,910
1445,16,911
1446,17,911
1447,3,911
1448,18,911
1449,11,912
1450,3,912
1451,8,912
1452,1,913
1453,17,913
1454,13,914
1455,3,914
1456,16,915
1457,3,915
1458,16,916
1459,3,916
1460,6,917
1461,11,917
1462,13,918
1463,19,919
1464,6,919
1465,11,919
1466,13,919
1467,11,920
1468,3,920
1469,8,920
1470,16,921
1471,11,923
1472,11,924
1473,17,924
1474,10,924
1475,18,924
1476,19,925
1477,3,925
1478,11,926
1479,16,927
1480,3,928
1481,18,928
1482,18,929
1483,1,930
1484,3,930
1485,18,930
1486,17,931
1487,3,931
1488,18,931
1489,3,932
1490,16,933
1491,3,933
1492,18,933
1493,16,934
1494,16,935
1495,13,935
1496,16,936
1497,3,936
1498,16,937
1499,3,937
1500,13,938
1501,16,939
1502,11,939
1503,7,940
1504,19,940
1505,19,941
1506,2,942
1507,1,942
1508,17,942
1509,11,943
1510,3,943
1511,11,944
1512,16,945
1513,13,945
1514,3,945
1515,16,946
1516,11,946
1517,8,946
1518,16,947
1519,11,948
1520,11,949
1521,17,950
1522,16,951
1523,19,952
1524,16,952
1525,11,953
1526,11,954
1527,16,955
1528,11,956
1529,3,956
1530,11,957
1531,16,958
1532,17,958
1533,11,959
1534,2,960
1535,11,960
1536,11,961
1537,2,962
1538,11,962
1539,13,963
1540,12,964
1541,18,965
1542,11,966
1543,12,967
1544,5,968
1545,10,968
1546,7,969
1547,19,969
1548,3,969
1549,8,969
1550,16,970
1551,11,970
1552,11,971
1553,11,972
1554,11,973
1555,11,974
1556,3,974
1557,16,975
1558,13,975
1559,3,976
1560,8,976
1561,17,977
1562,11,978
1563,11,979
1564,8,979
1565,7,980
1566,11,981
1567,11,982
1568,3,983
1569,16,984
1570,11,984
1571,14,985
1572,19,986
1573,6,986
1574,11,987
1575,3,987
1576,16,988
1577,11,988
1578,11,989
1579,7,990
1580,19,990
1581,18,990
1582,11,991
1583,8,991
1584,18,992
1585,11,993
1586,11,994
1587,7,996
1588,11,996
1589,12,996
1590,11,997
1591,18,997
1592,7,998
1593,2,998
1594,2,999
1595,2,1000
1596,16,1001
1597,16,1002
1598,11,1003
1599,18,1003
1600,7,1004
1601,18,1004
1602,6,1005
1603,16,1005
1604,11,1006
1605,6,1007
1606,16,1007
1607,12,1007
1608,12,1008
1609,19,1009
1610,6,1009
1611,4,1009
1612,6,1010
1613,16,1010
1614,19,1011
1615,6,1011
1616,16,1011
1617,6,1012
1618,11,1012
1619,6,1013
1620,11,1013
1621,6,1014
1622,16,1014
1623,11,1014
1624,19,1015
1625,6,1015
1626,6,1016
1627,16,1016
1628,19,1017
1629,6,1017
1630,6,1018
1631,16,1018
1632,17,1018
1633,19,1019
1634,6,1019
1635,4,1019
1636,10,1019
1637,16,1020
1638,6,1021
1639,16,1021
1640,15,1022
1641,6,1022
1642,13,1022
1643,15,1023
1644,6,1023
1645,15,1024
1646,6,1024
1647,13,1024
1648,15,1025
1649,6,1025
1650,6,1026
1651,11,1026
1652,11,1027
1653,6,1028
1654,16,1028
1655,13,1028
1656,15,1029
1657,6,1029
1658,13,1029
1659,19,1030
1660,15,1030
1661,6,1030
1662,13,1030
1663,19,1031
1664,6,1031
1665,13,1031
1666,15,1032
1667,6,1032
1668,13,1032
1669,15,1033
1670,6,1033
1671,2,1034
1672,13,1035
1673,7,1036
1674,18,1036
1675,7,1037
1676,10,1037
1677,18,1037
1678,11,1038
1679,14,1039
1680,11,1040
1681,11,1041
1682,16,1042
1683,11,1043
1684,3,1043
1685,11,1044
1686,16,1045
1687,11,1045
1688,11,1046
1689,3,1046
1690,7,1047
1691,18,1047
1692,7,1049
1693,19,1049
1694,14,1050
1695,11,1050
1696,11,1051
1697,11,1052
1698,2,1053
1699,11,1053
1700,11,1054
1701,18,1055
1702,11,1056
1703,16,1057
1704,13,1057
1705,3,1057
1706,11,1059
1707,3,1059
1708,16,1060
1709,11,1060
1710,2,1061
1711,11,1061
1712,11,1062
1713,11,1063
1714,15,1064
1715,6,1064
1716,16,1064
1717,17,1065
1718,16,1066
1719,13,1066
1720,3,1066
1721,16,1067
1722,13,1067
1723,3,1067
1724,2,1068
1725,1,1068
1726,1,1069
1727,18,1069
1728,19,1070
1729,3,1071
1730,8,1071
1731,19,1073
1732,6,1073
1733,16,1073
1734,4,1073
1735,16,1075
1736,18,1076
1737,16,1077
1738,10,1077
1739,16,1078
1740,8,1078
1741,16,1079
1742,16,1080
1743,16,1081
1744,13,1081
1745,11,1082
1746,16,1083
1747,13,1083
1748,2,1084
1749,11,1084
1750,19,1085
1751,11,1085
1752,17,1086
1753,18,1086
1754,13,1087
1755,13,1088
1756,3,1088
1757,2,1089
1758,18,1089
1759,11,1090
1760,8,1090
1761,16,1091
1762,17,1092
1763,18,1092
1764,11,1093
1765,13,1093
1766,11,1094
1767,3,1094
1768,8,1094
1769,11,1095
1770,11,1096
1771,6,1097
1772,11,1097
1773,4,1097
1774,10,1097
1775,16,1098
1776,11,1099
1777,7,1100
1778,3,1100
1779,7,1101
1780,3,1101
1781,7,1102
1782,11,1103
1783,11,1104
1784,5,1105
1785,14,1106
1786,14,1108
1787,11,1109
1788,7,1110
1789,14,1111
1790,7,1112
1791,11,1112
1792,16,1113
1793,11,1114
1794,16,1115
1795,11,1115
1796,11,1116
1797,11,1117
1798,11,1120
1799,14,1122
1800,14,1123
1801,11,1124
1802,16,1125
1803,16,1126
1804,4,1126
1805,7,1127
1806,19,1127
1807,10,1127
1808,18,1127
1809,5,1128
1810,7,1129
1811,19,1129
1812,10,1129
1813,18,1129
1814,5,1130
1815,11,1131
1816,11,1132
1817,16,1133
1818,11,1133
1819,7,1134
1820,11,1134
1821,16,1135
1822,16,1136
1823,3,1137
1824,14,1138
1825,11,1139
1826,11,1140
1827,11,1141
1828,11,1142
1829,16,1143
1830,14,1144
1831,14,1145
1832,16,1146
1833,11,1146
1834,14,1147
1835,15,1148
1836,16,1148
1837,14,1149
1838,11,1149
1839,11,1150
1840,15,1151
1841,16,1151
1842,18,1151
1843,2,1152
1844,1,1152
1845,18,1152
1846,1,1153
1847,1,1154
1848,11,1155
1849,11,1156
1850,11,1157
1851,16,1158
1852,3,1159
1853,16,1160
1854,11,1161
1855,16,1162
1856,11,1163
1857,11,1164
1858,11,1165
1859,18,1165
1860,16,1166
1861,16,1167
1862,5,1168
1863,14,1169
1864,7,1170
1865,16,1171
1866,16,1172
1867,11,1172
1868,3,1172
1869,11,1173
1870,16,1174
1871,16,1175
1872,10,1175
1873,11,1176
1874,11,1177
1875,11,1178
1876,8,1178
1877,2,1179
1878,11,1179
1879,1,1179
1880,16,1180
1881,7,1181
1882,11,1183
1883,3,1183
1884,8,1183
1885,16,1184
1886,8,1184
1887,11,1185
1888,11,1186
1889,11,1187
1890,16,1188
1891,3,1188
1892,14,1189
1893,11,1190
1894,14,1191
1895,14,1192
1896,11,1193
1897,16,1194
1898,7,1196
1899,19,1196
1900,11,1196
1901,10,1196
1902,8,1196
1903,7,1197
1904,19,1197
1905,16,1197
1906,3,1197
1907,7,1198
1908,19,1198
1909,10,1199
1910,7,1200
1911,10,1200
1912,18,1200
1913,8,1200
1914,7,1201
1915,12,1201
1916,16,1202
1917,11,1203
1918,19,1204
1919,8,1204
1920,7,1205
1921,15,1205
1922,6,1205
1923,10,1205
1924,18,1205
1925,8,1205
1926,10,1206
1927,11,1207
1928,11,1208
1929,8,1208
1930,12,1209
1931,7,1210
1932,19,1210
1933,3,1210
1934,10,1210
1935,8,1210
1936,16,1211
1937,11,1211
1938,3,1211
1939,17,1212
1940,18,1212
1941,2,1213
1942,11,1213
1943,7,1214
1944,5,1214
1945,10,1214
1946,18,1214
1947,7,1215
1948,19,1215
1949,16,1215
1950,5,1215
1951,10,1215
1952,19,1216
1953,3,1216
1954,11,1217
1955,8,1217
1956,7,1218
1957,18,1218
1958,5,1219
1959,18,1219
1960,7,1220
1961,16,1220
1962,13,1220
1963,7,1221
1964,2,1221
1965,11,1221
1966,7,1222
1967,11,1222
1968,8,1222
1969,15,1223
1970,16,1223
1971,11,1224
1972,8,1224
1973,11,1225
1974,16,1226
1975,3,1226
1976,2,1227
1977,11,1227
1978,18,1227
1979,11,1228
1980,16,1230
1981,3,1230
1982,11,1231
1983,17,1232
1984,10,1232
1985,7,1233
1986,11,1233
1987,8,1233
1988,16,1234
1989,2,1234
1990,16,1235
1991,16,1236
1992,11,1236
1993,11,1237
1994,16,1238
1995,7,1240
1996,10,1240
1997,18,1240
1998,16,1241
1999,5,1241
2000,7,1242
2001,11,1242
2002,8,1242
2003,16,1243
2004,11,1243
2005,16,1244
2006,11,1244
2007,3,1244
2008,11,1245
2009,11,1246
2010,11,1247
2011,3,1247
2012,2,1248
2013,1,1248
2014,18,1248
2015,18,1249
2016,11,1250
2017,8,1250
2018,11,1251
2019,1,1252
2020,17,1252
2021,18,1252
2022,11,1253
2023,10,1253
2024,19,1254
2025,16,1255
2026,5,1255
2027,16,1256
2028,8,1256
2029,16,1257
2030,5,1258
2031,19,1259
2032,16,1259
2033,11,1259
2034,2,1260
2035,1,1260
2036,18,1260
2037,7,1261
2038,19,1261
2039,16,1261
2040,5,1261
2041,19,1262
2042,8,1262
2043,11,1263
2044,8,1263
2045,7,1264
2046,11,1264
2047,17,1264
2048,3,1264
2049,18,1264
2050,16,1265
2051,3,1265
2052,12,1266
2053,1,1267
2054,18,1267
2055,11,1268
2056,16,1269
2057,17,1269
2058,18,1269
2059,16,1270
2060,10,1270
2061,11,1271
2062,11,1272
2063,8,1272
2064,16,1273
2065,11,1273
2066,19,1274
2067,15,1274
2068,10,1274
2069,18,1274
